_time,type,incoming_url,microservice
2018-03-12T17:26:16.000-0700,GA.POST,/api-gateway/v2/logs,API-Gateway
2018-03-12T17:26:16.000-0700,GA.POST,/api-gateway/v2/logs,API-Gateway
2018-03-12T17:26:16.000-0700,GA.POST,/api-gateway/v2/logs,API-Gateway
2018-03-12T17:26:16.000-0700,GA.POST,/api-gateway/v2/logs,API-Gateway
2018-03-12T17:26:16.000-0700,GA.POST,/api-gateway/v2/logs,API-Gateway
2018-03-12T17:26:16.000-0700,GA.POST,/api-gateway/v2/logs,API-Gateway
2018-03-12T17:26:16.000-0700,GA.POST,/api-gateway/v2/logs,API-Gateway
2018-03-12T17:26:16.000-0700,GA.GET,/api-gateway/v3/vehicles/3012,API-Gateway
2018-03-12T17:26:16.000-0700,GA.POST,/api-gateway/v2/logs,API-Gateway
2018-03-12T17:26:17.000-0700,GA.GET,/api-gateway/v3/rentals/pricing_info/,API-Gateway
2018-03-12T17:26:17.000-0700,GA.POST,/api-gateway/v2/logs,API-Gateway
2018-03-12T17:26:17.000-0700,GA.POST,/api-gateway/v2/logs,API-Gateway
2018-03-12T17:26:17.000-0700,GA.POST,/api-gateway/v2/logs,API-Gateway
2018-03-12T17:26:17.000-0700,GA.POST,/api-gateway/v2/logs,API-Gateway
2018-03-12T17:26:17.000-0700,GA.POST,/api-gateway/v2/logs,API-Gateway
2018-03-12T17:26:17.000-0700,GA.GET,/api-gateway/v3/vehicles/3012,API-Gateway
2018-03-12T17:26:17.000-0700,GA.POST,/api-gateway/v2/logs,API-Gateway
2018-03-12T17:26:17.000-0700,GA.POST,/api-gateway/v2/logs,API-Gateway
2018-03-12T17:26:17.000-0700,GA.GET,/api-gateway/v3/rentals/pricing_info/,API-Gateway
2018-03-12T17:26:17.000-0700,GA.POST,/api-gateway/v2/logs,API-Gateway
2018-03-12T17:26:17.000-0700,GA.POST,/api-gateway/v2/logs,API-Gateway
2018-03-12T17:26:17.000-0700,GA.POST,/api-gateway/v2/logs,API-Gateway
2018-03-12T17:26:17.000-0700,GA.GET,/api-gateway/v3/vehicles/3012,API-Gateway
2018-03-12T17:26:17.000-0700,GA.POST,/api-gateway/v2/logs,API-Gateway
2018-03-12T17:26:17.000-0700,GA.GET,/api-gateway/v3/vehicles/3012,API-Gateway
2018-03-12T17:26:17.000-0700,GA.GET,/api-gateway/v3/vehicles/3012,API-Gateway
2018-03-12T17:26:17.000-0700,GA.GET,/api-gateway/v3/vehicles/3012,API-Gateway
2018-03-12T17:26:17.000-0700,GA.POST,/api-gateway/v2/logs,API-Gateway
2018-03-12T17:26:17.000-0700,GA.POST,/api-gateway/v2/logs,API-Gateway
2018-03-12T17:26:18.000-0700,GA.GET,/api-gateway/v3/vehicles/3012,API-Gateway
2018-03-12T17:26:18.000-0700,GA.POST,/api-gateway/v2/logs,API-Gateway
2018-03-12T17:26:18.000-0700,GA.GET,/api-gateway/v3/vehicles/3012,API-Gateway
2018-03-12T17:26:18.000-0700,GA.POST,/api-gateway/v2/logs,API-Gateway
2018-03-12T17:26:18.000-0700,GA.POST,/api-gateway/v2/logs,API-Gateway
2018-03-12T17:26:22.000-0700,GA.POST,/api-gateway/v2/logs,API-Gateway
2018-03-12T17:26:22.000-0700,GA.GET,/api-gateway/v3/vehicles/3012,API-Gateway
2018-03-12T17:26:22.000-0700,GA.POST,/api-gateway/v2/logs,API-Gateway
2018-03-12T17:26:22.000-0700,GA.GET,/api-gateway/v3/vehicles/3012,API-Gateway
2018-03-12T17:26:23.000-0700,GA.POST,/api-gateway/v2/logs,API-Gateway
2018-03-12T17:26:23.000-0700,GA.POST,/api-gateway/v2/logs,API-Gateway
2018-03-12T17:26:23.000-0700,GA.POST,/api-gateway/v2/logs,API-Gateway
2018-03-12T17:26:23.000-0700,GA.POST,/api-gateway/v2/logs,API-Gateway
2018-03-12T17:26:23.000-0700,GA.GET,/api-gateway/v3/vehicles/3084,API-Gateway
2018-03-12T17:26:23.000-0700,GA.GET,/api-gateway/v3/vehicles/3084,API-Gateway
2018-03-12T17:26:23.000-0700,GA.POST,/api-gateway/v2/logs,API-Gateway
2018-03-12T17:26:23.000-0700,GA.POST,/api-gateway/v2/logs,API-Gateway
2018-03-12T17:26:25.000-0700,GA.POST,/api-gateway/v2/logs,API-Gateway
2018-03-12T17:26:25.000-0700,GA.POST,/api-gateway/v2/logs,API-Gateway
2018-03-12T17:26:25.000-0700,GA.POST,/api-gateway/v2/logs,API-Gateway
2018-03-12T17:26:25.000-0700,GA.POST,/api-gateway/v2/logs,API-Gateway
2018-03-12T17:29:32.000-0700,GA.GET,/api-gateway/v2/settings/,API-Gateway
2018-03-12T17:29:33.000-0700,GA.POST,/api-gateway/v2/logs,API-Gateway
2018-03-12T17:29:33.000-0700,GA.GET,/api-gateway/v3/services/settings/,API-Gateway
2018-03-12T17:29:33.000-0700,GA.GET,/api-gateway/v3/services/settings/,API-Gateway
2018-03-12T17:29:33.000-0700,GA.POST,/api-gateway/v2/logs,API-Gateway
2018-03-12T17:29:33.000-0700,GA.POST,/api-gateway/v2/logs,API-Gateway
2018-03-12T17:29:33.000-0700,GA.POST,/api-gateway/v2/logs,API-Gateway
2018-03-12T17:29:33.000-0700,GA.GET,/api-gateway/v2/settings/,API-Gateway
2018-03-12T17:29:34.000-0700,GA.POST,/api-gateway/v2/logs,API-Gateway
2018-03-12T17:29:34.000-0700,GA.POST,/api-gateway/v2/logs,API-Gateway
2018-03-12T17:29:34.000-0700,GA.GET,/api-gateway/v3/services,API-Gateway
2018-03-12T17:29:34.000-0700,GA.GET,/api-gateway/v3/services,API-Gateway
2018-03-12T17:29:35.000-0700,GA.POST,/api-gateway/v3/accounts/actions/token_renew/,API-Gateway
2018-03-12T17:29:35.000-0700,GA.POST,/api-gateway/v2/logs,API-Gateway
2018-03-12T17:29:35.000-0700,GA.POST,/api-gateway/v2/logs,API-Gateway
2018-03-12T17:29:35.000-0700,GA.POST,/api-gateway/v3/accounts/actions/token_renew/,API-Gateway
2018-03-12T17:29:35.000-0700,GA.POST,/api-gateway/v2/token-refresh/,API-Gateway
2018-03-12T17:29:35.000-0700,GA.POST,/api-gateway/v2/logs,API-Gateway
2018-03-12T17:29:35.000-0700,GA.POST,/api-gateway/v2/token-refresh/,API-Gateway
2018-03-12T17:29:35.000-0700,GA.POST,/api-gateway/v2/logs,API-Gateway
2018-03-12T17:29:36.000-0700,GA.POST,/api-gateway/v2/logs,API-Gateway
2018-03-12T17:29:36.000-0700,GA.POST,/api-gateway/v2/logs,API-Gateway
2018-03-12T17:29:36.000-0700,GA.GET,/api-gateway/v3/customers/,API-Gateway
2018-03-12T17:29:36.000-0700,GA.GET,/api-gateway/v3/customers/,API-Gateway
2018-03-12T17:29:36.000-0700,GA.POST,/api-gateway/v2/logs,API-Gateway
2018-03-12T17:29:36.000-0700,GA.POST,/api-gateway/v2/logs,API-Gateway
2018-03-12T17:29:38.000-0700,GA.POST,/api-gateway/v2/logs,API-Gateway
2018-03-12T17:29:38.000-0700,GA.POST,/api-gateway/v2/logs,API-Gateway
2018-03-12T17:29:38.000-0700,GA.POST,/api-gateway/v2/logs,API-Gateway
2018-03-12T17:29:38.000-0700,GA.POST,/api-gateway/v2/otakeys_bluetooth/authenticate_device_token/,API-Gateway
2018-03-12T17:29:38.000-0700,GA.POST,/api-gateway/v2/logs,API-Gateway
2018-03-12T17:29:38.000-0700,GA.POST,/api-gateway/v2/otakeys_bluetooth/authenticate_device_token/,API-Gateway
2018-03-12T17:29:40.000-0700,GA.POST,/api-gateway/v2/logs,API-Gateway
2018-03-12T17:29:40.000-0700,GA.GET,/api-gateway/v3/services/damage_locations,API-Gateway
2018-03-12T17:29:40.000-0700,GA.POST,/api-gateway/v2/logs,API-Gateway
2018-03-12T17:29:40.000-0700,GA.GET,/api-gateway/v3/services/damage_types,API-Gateway
2018-03-12T17:29:40.000-0700,GA.GET,/api-gateway/v3/services/damage_locations,API-Gateway
2018-03-12T17:29:40.000-0700,GA.GET,/api-gateway/v3/services/damage_types,API-Gateway
2018-03-12T17:29:41.000-0700,GA.POST,/api-gateway/v2/logs,API-Gateway
2018-03-12T17:29:41.000-0700,GA.POST,/api-gateway/v2/logs,API-Gateway
2018-03-12T17:29:42.000-0700,GA.POST,/api-gateway/v2/logs,API-Gateway
2018-03-12T17:29:42.000-0700,GA.POST,/api-gateway/v2/logs,API-Gateway
2018-03-12T17:29:43.000-0700,GA.POST,/api-gateway/v2/logs,API-Gateway
2018-03-12T17:29:43.000-0700,GA.POST,/api-gateway/v2/logs,API-Gateway
2018-03-12T17:29:43.000-0700,GA.GET,/api-gateway/v3/services/geofences,API-Gateway
2018-03-12T17:29:43.000-0700,GA.POST,/api-gateway/v2/logs,API-Gateway
2018-03-12T17:29:43.000-0700,GA.GET,/api-gateway/v2/appreleases/,API-Gateway
2018-03-12T17:29:43.000-0700,GA.POST,/api-gateway/v2/logs,API-Gateway
2018-03-12T17:29:43.000-0700,GA.POST,/api-gateway/v2/logs,API-Gateway
2018-03-12T17:29:43.000-0700,GA.GET,/api-gateway/v2/appreleases/,API-Gateway
2018-03-12T17:29:43.000-0700,GA.POST,/api-gateway/v2/logs,API-Gateway
2018-03-12T17:29:43.000-0700,GA.POST,/api-gateway/v2/logs,API-Gateway
2018-03-12T17:29:43.000-0700,GA.POST,/api-gateway/v2/logs,API-Gateway
2018-03-12T17:29:43.000-0700,GA.GET,/api-gateway/v3/services/service_regions/,API-Gateway
2018-03-12T17:29:43.000-0700,GA.POST,/api-gateway/v2/logs,API-Gateway
2018-03-12T17:29:43.000-0700,GA.POST,/api-gateway/v2/logs,API-Gateway
2018-03-12T17:29:43.000-0700,GA.GET,/api-gateway/v3/services/geofences,API-Gateway
2018-03-12T17:29:44.000-0700,GA.POST,/api-gateway/v2/logs,API-Gateway
2018-03-12T17:29:44.000-0700,GA.POST,/api-gateway/v2/logs,API-Gateway
2018-03-12T17:29:44.000-0700,GA.GET,/api-gateway/v3/services/service_regions/,API-Gateway
2018-03-12T17:29:44.000-0700,GA.POST,/api-gateway/v2/logs,API-Gateway
2018-03-12T17:29:44.000-0700,GA.POST,/api-gateway/v2/logs,API-Gateway
2018-03-12T17:29:44.000-0700,GA.POST,/api-gateway/v2/logs,API-Gateway
2018-03-12T17:29:44.000-0700,GA.POST,/api-gateway/v2/logs,API-Gateway
2018-03-12T17:29:45.000-0700,GA.POST,/api-gateway/v2/logs,API-Gateway
2018-03-12T17:29:45.000-0700,GA.POST,/api-gateway/v2/logs,API-Gateway
2018-03-12T17:29:45.000-0700,GA.POST,/api-gateway/v2/logs,API-Gateway
2018-03-12T17:29:45.000-0700,GA.GET,/api-gateway/v3/vehicle_types/,API-Gateway
2018-03-12T17:29:45.000-0700,GA.POST,/api-gateway/v2/logs,API-Gateway
2018-03-12T17:29:46.000-0700,GA.GET,/api-gateway/v3/vehicle_types/,API-Gateway
2018-03-12T17:29:46.000-0700,GA.POST,/api-gateway/v2/logs,API-Gateway
2018-03-12T17:29:46.000-0700,GA.POST,/api-gateway/v2/logs,API-Gateway
2018-03-12T17:29:46.000-0700,GA.POST,/api-gateway/v2/logs,API-Gateway
2018-03-12T17:29:46.000-0700,GA.POST,/api-gateway/v2/logs,API-Gateway
2018-03-12T17:29:48.000-0700,GA.GET,/api-gateway/v3/vehicles/3012,API-Gateway
2018-03-12T17:29:49.000-0700,GA.GET,/api-gateway/v3/rentals/pricing_info/,API-Gateway
2018-03-12T17:29:49.000-0700,GA.POST,/api-gateway/v2/logs,API-Gateway
2018-03-12T17:29:49.000-0700,GA.GET,/api-gateway/v3/rentals/pricing_info/,API-Gateway
2018-03-12T17:29:49.000-0700,GA.GET,/api-gateway/v3/vehicles/3012,API-Gateway
2018-03-12T17:29:49.000-0700,GA.POST,/api-gateway/v2/logs,API-Gateway
2018-03-12T17:29:49.000-0700,GA.POST,/api-gateway/v2/logs,API-Gateway
2018-03-12T17:29:49.000-0700,GA.POST,/api-gateway/v2/logs,API-Gateway
2018-03-12T17:29:49.000-0700,GA.POST,/api-gateway/v2/logs,API-Gateway
2018-03-12T17:29:49.000-0700,GA.POST,/api-gateway/v2/logs,API-Gateway
2018-03-12T17:29:49.000-0700,GA.POST,/api-gateway/v2/logs,API-Gateway
2018-03-12T17:29:49.000-0700,GA.POST,/api-gateway/v2/logs,API-Gateway
2018-03-12T17:29:49.000-0700,GA.GET,/api-gateway/v3/vehicles/3012,API-Gateway
2018-03-12T17:29:49.000-0700,GA.GET,/api-gateway/v3/vehicles/3012,API-Gateway
2018-03-12T17:29:49.000-0700,GA.POST,/api-gateway/v2/logs,API-Gateway
2018-03-12T17:29:49.000-0700,GA.POST,/api-gateway/v2/logs,API-Gateway
2018-03-12T17:29:49.000-0700,GA.GET,/api-gateway/v3/vehicles/3012,API-Gateway
2018-03-12T17:29:49.000-0700,GA.POST,/api-gateway/v2/logs,API-Gateway
2018-03-12T17:29:49.000-0700,GA.GET,/api-gateway/v3/vehicles/3012,API-Gateway
2018-03-12T17:29:49.000-0700,GA.POST,/api-gateway/v2/logs,API-Gateway
2018-03-12T17:29:50.000-0700,GA.POST,/api-gateway/v2/logs,API-Gateway
2018-03-12T17:29:50.000-0700,GA.POST,/api-gateway/v2/logs,API-Gateway
2018-03-12T17:29:50.000-0700,GA.GET,/api-gateway/v3/vehicles/3012,API-Gateway
2018-03-12T17:29:50.000-0700,GA.GET,/api-gateway/v3/vehicles/3012,API-Gateway
2018-03-12T17:29:50.000-0700,GA.POST,/api-gateway/v2/logs,API-Gateway
2018-03-12T17:29:50.000-0700,GA.POST,/api-gateway/v2/logs,API-Gateway
2018-03-12T17:33:25.000-0700,GA.GET,/api-gateway/v3/vehicles/3084,API-Gateway
2018-03-12T17:33:25.000-0700,GA.POST,/api-gateway/v2/logs,API-Gateway
2018-03-12T17:33:25.000-0700,GA.GET,/api-gateway/v3/vehicles/3084,API-Gateway
2018-03-12T17:33:25.000-0700,GA.POST,/api-gateway/v2/logs,API-Gateway
2018-03-12T17:33:25.000-0700,GA.POST,/api-gateway/v2/logs,API-Gateway
2018-03-12T17:33:25.000-0700,GA.POST,/api-gateway/v2/logs,API-Gateway
2018-03-12T17:33:25.000-0700,GA.POST,/api-gateway/v2/logs,API-Gateway
2018-03-12T17:33:25.000-0700,GA.GET,/api-gateway/v3/vehicles/3012,API-Gateway
2018-03-12T17:33:25.000-0700,GA.POST,/api-gateway/v2/logs,API-Gateway
2018-03-12T17:33:25.000-0700,GA.GET,/api-gateway/v3/vehicles/3012,API-Gateway
2018-03-12T17:33:25.000-0700,GA.POST,/api-gateway/v2/logs,API-Gateway
2018-03-12T17:33:25.000-0700,GA.POST,/api-gateway/v2/logs,API-Gateway
2018-03-12T17:33:28.000-0700,GA.POST,/api-gateway/v2/logs,API-Gateway
2018-03-12T17:33:28.000-0700,GA.POST,/api-gateway/v2/logs,API-Gateway
2018-03-12T17:33:28.000-0700,GA.POST,/api-gateway/v2/logs,API-Gateway
2018-03-12T17:33:28.000-0700,GA.POST,/api-gateway/v2/logs,API-Gateway
2018-03-12T17:33:30.000-0700,GA.POST,/api-gateway/v3/rentals/,API-Gateway
2018-03-12T17:33:31.000-0700,GA.POST,/api-gateway/v2/logs,API-Gateway
2018-03-12T17:33:31.000-0700,GA.POST,/api-gateway/v2/logs,API-Gateway
2018-03-12T17:33:31.000-0700,GA.POST,/api-gateway/v3/rentals/,API-Gateway
2018-03-12T17:33:31.000-0700,GA.POST,/api-gateway/v2/logs,API-Gateway
2018-03-12T17:33:31.000-0700,GA.POST,/api-gateway/v2/logs,API-Gateway
2018-03-12T17:33:31.000-0700,GA.POST,/api-gateway/v2/logs,API-Gateway
2018-03-12T17:33:31.000-0700,GA.POST,/api-gateway/v2/logs,API-Gateway
2018-03-12T17:33:31.000-0700,GA.POST,/api-gateway/v2/logs,API-Gateway
2018-03-12T17:33:31.000-0700,GA.POST,/api-gateway/v2/logs,API-Gateway
2018-03-12T17:33:32.000-0700,GA.POST,/api-gateway/v2/logs,API-Gateway
2018-03-12T17:33:32.000-0700,GA.POST,/api-gateway/v2/logs,API-Gateway
2018-03-12T17:33:32.000-0700,GA.POST,/api-gateway/v2/logs,API-Gateway
2018-03-12T17:33:32.000-0700,GA.POST,/api-gateway/v2/logs,API-Gateway
2018-03-12T17:33:32.000-0700,GA.POST,/api-gateway/v2/logs,API-Gateway
2018-03-12T17:33:32.000-0700,GA.POST,/api-gateway/v2/logs,API-Gateway
2018-03-12T17:33:32.000-0700,GA.POST,/api-gateway/v2/logs,API-Gateway
2018-03-12T17:33:32.000-0700,GA.POST,/api-gateway/v2/logs,API-Gateway
2018-03-12T17:33:32.000-0700,GA.GET,/api-gateway/v3/vehicles/3084/damage_reports,API-Gateway
2018-03-12T17:33:32.000-0700,GA.GET,/api-gateway/v3/vehicles/3084/damage_reports,API-Gateway
2018-03-12T17:33:32.000-0700,GA.POST,/api-gateway/v2/logs,API-Gateway
2018-03-12T17:33:32.000-0700,GA.POST,/api-gateway/v2/logs,API-Gateway
2018-03-12T17:33:32.000-0700,GA.POST,/api-gateway/v2/logs,API-Gateway
2018-03-12T17:33:32.000-0700,GA.POST,/api-gateway/v2/logs,API-Gateway
2018-03-12T17:33:55.000-0700,GA.POST,/api-gateway/v2/logs,API-Gateway
2018-03-12T17:33:56.000-0700,GA.POST,/api-gateway/v2/logs,API-Gateway
2018-03-12T17:33:56.000-0700,GA.POST,/api-gateway/v2/logs,API-Gateway
2018-03-12T17:33:56.000-0700,GA.POST,/api-gateway/v2/logs,API-Gateway
2018-03-12T17:33:57.000-0700,GA.POST,/api-gateway/v2/logs,API-Gateway
2018-03-12T17:33:57.000-0700,GA.POST,/api-gateway/v2/logs,API-Gateway
2018-03-12T17:33:58.000-0700,GA.POST,/api-gateway/v3/rentals/4250/actions/cancel_rental,API-Gateway
2018-03-12T17:33:58.000-0700,GA.POST,/api-gateway/v2/logs,API-Gateway
2018-03-12T17:33:58.000-0700,GA.POST,/api-gateway/v3/rentals/4250/actions/cancel_rental,API-Gateway
2018-03-12T17:33:58.000-0700,GA.POST,/api-gateway/v2/logs,API-Gateway
2018-03-12T17:33:58.000-0700,GA.POST,/api-gateway/v2/logs,API-Gateway
2018-03-12T17:33:58.000-0700,GA.POST,/api-gateway/v2/logs,API-Gateway
2018-03-12T17:33:58.000-0700,GA.POST,/api-gateway/v2/logs,API-Gateway
2018-03-12T17:33:58.000-0700,GA.POST,/api-gateway/v2/logs,API-Gateway
2018-03-12T17:33:58.000-0700,GA.POST,/api-gateway/v2/logs,API-Gateway
2018-03-12T17:33:59.000-0700,GA.POST,/api-gateway/v2/logs,API-Gateway
2018-03-12T17:33:59.000-0700,GA.POST,/api-gateway/v2/logs,API-Gateway
2018-03-12T17:33:59.000-0700,GA.POST,/api-gateway/v2/logs,API-Gateway
2018-03-12T17:33:59.000-0700,GA.POST,/api-gateway/v2/logs,API-Gateway
2018-03-12T17:33:59.000-0700,GA.POST,/api-gateway/v2/logs,API-Gateway
2018-03-12T17:33:59.000-0700,GA.POST,/api-gateway/v2/logs,API-Gateway
2018-03-12T17:33:59.000-0700,GA.POST,/api-gateway/v2/logs,API-Gateway
2018-03-12T17:33:59.000-0700,GA.POST,/api-gateway/v2/logs,API-Gateway
2018-03-12T17:33:59.000-0700,GA.POST,/api-gateway/v2/logs,API-Gateway
2018-03-12T17:33:59.000-0700,GA.POST,/api-gateway/v2/logs,API-Gateway
2018-03-12T17:33:59.000-0700,GA.POST,/api-gateway/v2/logs,API-Gateway
2018-03-12T17:33:59.000-0700,GA.POST,/api-gateway/v2/logs,API-Gateway
2018-03-12T17:33:59.000-0700,GA.POST,/api-gateway/v2/logs,API-Gateway
2018-03-12T17:33:59.000-0700,GA.POST,/api-gateway/v2/logs,API-Gateway
2018-03-12T17:33:59.000-0700,GA.POST,/api-gateway/v2/logs,API-Gateway
2018-03-12T17:33:59.000-0700,GA.GET,/api-gateway/v3/vehicles/3012,API-Gateway
2018-03-12T17:33:59.000-0700,GA.POST,/api-gateway/v2/logs,API-Gateway
2018-03-12T17:33:59.000-0700,GA.POST,/api-gateway/v2/logs,API-Gateway
2018-03-12T17:33:59.000-0700,GA.GET,/api-gateway/v3/vehicles/3012,API-Gateway
2018-03-12T17:33:59.000-0700,GA.POST,/api-gateway/v2/logs,API-Gateway
2018-03-12T17:33:59.000-0700,GA.POST,/api-gateway/v2/logs,API-Gateway
2018-03-12T17:33:59.000-0700,GA.POST,/api-gateway/v2/logs,API-Gateway
2018-03-12T17:33:59.000-0700,GA.POST,/api-gateway/v2/logs,API-Gateway
2018-03-12T17:33:59.000-0700,GA.POST,/api-gateway/v2/logs,API-Gateway
2018-03-12T17:33:59.000-0700,GA.POST,/api-gateway/v2/logs,API-Gateway
2018-03-12T17:33:59.000-0700,GA.POST,/api-gateway/v2/logs,API-Gateway
2018-03-12T17:33:59.000-0700,GA.POST,/api-gateway/v2/logs,API-Gateway
2018-03-12T17:33:59.000-0700,GA.POST,/api-gateway/v2/logs,API-Gateway
2018-03-12T17:34:00.000-0700,GA.POST,/api-gateway/v2/logs,API-Gateway
2018-03-12T17:34:00.000-0700,GA.POST,/api-gateway/v2/logs,API-Gateway
2018-03-12T17:34:00.000-0700,GA.GET,/api-gateway/v3/vehicles/3012,API-Gateway
2018-03-12T17:34:00.000-0700,GA.POST,/api-gateway/v2/logs,API-Gateway
2018-03-12T17:34:00.000-0700,GA.POST,/api-gateway/v2/logs,API-Gateway
2018-03-12T17:34:00.000-0700,GA.GET,/api-gateway/v3/vehicles/3012,API-Gateway
2018-03-12T17:34:00.000-0700,GA.POST,/api-gateway/v2/logs,API-Gateway
2018-03-12T17:34:00.000-0700,GA.GET,/api-gateway/v3/vehicles/3012,API-Gateway
2018-03-12T17:34:00.000-0700,GA.POST,/api-gateway/v2/logs,API-Gateway
2018-03-12T17:34:00.000-0700,GA.POST,/api-gateway/v2/logs,API-Gateway
2018-03-12T17:34:00.000-0700,GA.POST,/api-gateway/v2/logs,API-Gateway
2018-03-12T17:34:00.000-0700,GA.POST,/api-gateway/v2/logs,API-Gateway
2018-03-12T17:34:00.000-0700,GA.POST,/api-gateway/v2/logs,API-Gateway
2018-03-12T17:34:00.000-0700,GA.POST,/api-gateway/v2/logs,API-Gateway
2018-03-12T17:34:00.000-0700,GA.POST,/api-gateway/v2/logs,API-Gateway
2018-03-12T17:34:00.000-0700,GA.POST,/api-gateway/v2/logs,API-Gateway
2018-03-12T17:34:00.000-0700,GA.GET,/api-gateway/v3/vehicles/3012,API-Gateway
2018-03-12T17:34:00.000-0700,GA.POST,/api-gateway/v2/logs,API-Gateway
2018-03-12T17:34:00.000-0700,GA.POST,/api-gateway/v2/logs,API-Gateway
2018-03-12T17:34:00.000-0700,GA.POST,/api-gateway/v2/logs,API-Gateway
2018-03-12T17:34:00.000-0700,GA.POST,/api-gateway/v2/logs,API-Gateway
2018-03-12T17:34:00.000-0700,GA.POST,/api-gateway/v2/logs,API-Gateway
2018-03-12T17:34:00.000-0700,GA.POST,/api-gateway/v2/logs,API-Gateway
2018-03-12T17:34:00.000-0700,GA.POST,/api-gateway/v2/logs,API-Gateway
2018-03-12T17:34:00.000-0700,GA.POST,/api-gateway/v2/logs,API-Gateway
2018-03-12T17:34:00.000-0700,GA.POST,/api-gateway/v2/logs,API-Gateway
2018-03-12T17:34:00.000-0700,GA.POST,/api-gateway/v2/logs,API-Gateway
2018-03-12T17:34:00.000-0700,GA.POST,/api-gateway/v2/logs,API-Gateway
2018-03-12T17:34:00.000-0700,GA.POST,/api-gateway/v2/logs,API-Gateway
2018-03-12T17:34:00.000-0700,GA.POST,/api-gateway/v2/logs,API-Gateway
2018-03-12T17:34:00.000-0700,GA.POST,/api-gateway/v2/logs,API-Gateway
2018-03-12T17:34:00.000-0700,GA.POST,/api-gateway/v2/logs,API-Gateway
2018-03-12T17:34:00.000-0700,GA.POST,/api-gateway/v2/logs,API-Gateway
2018-03-12T17:34:00.000-0700,GA.POST,/api-gateway/v2/logs,API-Gateway
2018-03-12T17:34:01.000-0700,GA.POST,/api-gateway/v2/logs,API-Gateway
2018-03-12T17:34:01.000-0700,GA.POST,/api-gateway/v2/logs,API-Gateway
2018-03-12T17:34:01.000-0700,GA.POST,/api-gateway/v2/logs,API-Gateway
2018-03-12T17:34:01.000-0700,GA.POST,/api-gateway/v2/logs,API-Gateway
2018-03-12T17:34:01.000-0700,GA.POST,/api-gateway/v2/logs,API-Gateway
